120,방위산업,KOSPI,003010,혜인
120,방위산업,KOSPI,003570,SNT다이내믹스
120,방위산업,KOSPI,005870,휴니드
120,방위산업,KOSPI,007120,미래아이앤지
120,방위산업,KOSPI,010820,퍼스텍
120,방위산업,KOSPI,012450,한화에어로스페이스
120,방위산업,KOSDAQ,013810,스페코
120,방위산업,KOSDAQ,024740,한일단조
120,방위산업,KOSPI,047810,한국항공우주
120,방위산업,KOSDAQ,049080,기가레인
120,방위산업,KOSDAQ,060230,소니드
120,방위산업,KOSPI,064350,현대로템
120,방위산업,KOSDAQ,065450,빅텍
120,방위산업,KOSPI,077970,STX엔진
120,방위산업,KOSPI,079550,LIG넥스원
120,방위산업,KOSDAQ,086960,MDS테크
120,방위산업,KOSPI,090080,평화산업
120,방위산업,KOSDAQ,095190,이엠코리아
120,방위산업,KOSDAQ,095270,웨이브일렉트로
120,방위산업,KOSDAQ,099320,쎄트렉아이
120,방위산업,KOSPI,103140,풍산
120,방위산업,KOSDAQ,119500,포메탈
120,방위산업,KOSDAQ,214430,아이쓰리시스템
120,방위산업,KOSDAQ,230980,비유테크놀러지
120,방위산업,KOSPI,272210,한화시스템
120,방위산업,KOSDAQ,361390,제노코
120,방위산업,KOSDAQ,437730,삼현
120,방위산업,KOSDAQ,448710,코츠테크놀로지
145,제조용 로봇 (스마트팩토리),KOSPI,004380,삼익THK
145,제조용 로봇 (스마트팩토리),KOSDAQ,007820,에스엠코어
145,제조용 로봇 (스마트팩토리),KOSPI,011930,신성이엔지
145,제조용 로봇 (스마트팩토리),KOSPI,018260,삼성에스디에스
145,제조용 로봇 (스마트팩토리),KOSPI,022100,포스코DX
145,제조용 로봇 (스마트팩토리),KOSDAQ,048770,TPC
145,제조용 로봇 (스마트팩토리),KOSDAQ,058610,에스피지
145,제조용 로봇 (스마트팩토리),KOSDAQ,089140,넥스턴바이오
145,제조용 로봇 (스마트팩토리),KOSDAQ,090360,로보스타
145,제조용 로봇 (스마트팩토리),KOSDAQ,090710,휴림로봇
145,제조용 로봇 (스마트팩토리),KOSPI,092200,디아이씨
145,제조용 로봇 (스마트팩토리),KOSDAQ,099440,스맥
145,제조용 로봇 (스마트팩토리),KOSDAQ,126700,하이비젼시스템
145,제조용 로봇 (스마트팩토리),KOSDAQ,140670,알에스오토메이션
145,제조용 로봇 (스마트팩토리),KOSDAQ,199430,케이엔알시스템
