9,참치 원양어업,KOSPI,004970,신라교역
9,참치 원양어업,KOSPI,006040,동원산업
9,참치 원양어업,KOSPI,006090,사조오양
9,참치 원양어업,KOSPI,007160,사조산업
9,참치 원양어업,KOSPI,030720,동원수산
52,카메라,KOSPI,009150,삼성전기
52,카메라,KOSPI,011070,LG이노텍
52,카메라,KOSPI,033240,자화전자
52,카메라,KOSDAQ,037950,엘컴텍
52,카메라,KOSDAQ,047310,파워로직스
52,카메라,KOSDAQ,049630,재영솔루텍
52,카메라,KOSDAQ,050110,캠시스
52,카메라,KOSDAQ,065130,탑엔지니어링
52,카메라,KOSDAQ,082210,옵트론텍
52,카메라,KOSDAQ,091700,파트론
52,카메라,KOSDAQ,094170,동운아나텍
52,카메라,KOSPI,097520,엠씨넥스
52,카메라,KOSDAQ,123010,아이윈플러스
52,카메라,KOSDAQ,126700,하이비젼시스템
52,카메라,KOSDAQ,151910,SBW생명과학
52,카메라,KOSDAQ,179900,유티아이
52,카메라,KOSDAQ,190510,나무가
52,카메라,KOSPI,192650,드림텍
52,카메라,KOSDAQ,263600,덕우전자
52,카메라,KOSDAQ,271830,팸텍
52,카메라,KOSDAQ,290740,액트로
52,카메라,KOSDAQ,300120,라온피플
52,카메라,KOSDAQ,370090,퓨런티어
